PLAYER,TEAM,AGE,POS,HANDED,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,CLAUSE,EXPIRY,CAP HIT,SALARY
404. Jake Middleton,MIN,27,LD,Left,80,7,18,25,0.31,-15,85,0.08,19:48,-,-,-,-,-,,UFA,"$2,450,000","$2,500,000"
405. Lars Eller,PIT,34,C,Left,82,15,16,31,0.38,-1,154,0.10,15:57,-,-,-,-,-,,UFA,"$2,450,000","$2,450,000"
406. Jesper Fast,CAR,31,RW,Right,73,6,13,19,0.26,0,79,0.08,12:36,-,-,-,-,-,NTC,UFA,"$2,400,000","$2,400,000"
407. David Kämpf,TOR,28,C,Left,78,8,11,19,0.24,-4,79,0.10,13:29,-,-,-,-,-,M-NTC,UFA,"$2,400,000","$2,400,000"
408. Garnet Hathaway,PHI,31,"RW, LW",Right,82,7,10,17,0.21,-7,103,0.07,12:29,-,-,-,-,-,,UFA,"$2,375,000","$2,700,000"
409. Mackenzie Blackwood,SJS,26,G,Left,44,-,-,-,-,-,-,-,-,10,25,2,3.45,.899,,UFA,"$2,350,000","$2,200,000"
410. Jake Bean,CBJ,25,LD/RD,Left,72,4,9,13,0.18,-10,76,0.05,16:19,-,-,-,-,-,,RFA,"$2,333,333","$2,900,000"
411. Alexis Lafrenière,NYR,21,"LW, RW",Left,82,28,29,57,0.70,2,217,0.13,17:16,-,-,-,-,-,,RFA,"$2,325,000","$2,000,000"
412. Dillon Dubé,CGY,24,"LW, RW, C",Left,43,3,4,7,0.16,-13,42,0.07,11:09,-,-,-,-,-,,RFA,"$2,300,000","$2,400,000"
413. Jamie Drysdale,PHI,21,RD,Right,34,3,7,10,0.29,-20,55,0.05,19:37,-,-,-,-,-,,RFA,"$2,300,000","$2,300,000"
414. Trent Frederic,BOS,25,"LW, RW",Left,82,18,22,40,0.49,9,123,0.15,13:45,-,-,-,-,-,,UFA,"$2,300,000","$2,300,000"
415. Nicolas Hague,VGK,24,LD,Left,73,2,10,12,0.16,-5,105,0.02,18:33,-,-,-,-,-,,RFA,"$2,294,150","$1,482,450"
416. Radim Simek,DET,30,LD/RD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$2,250,000","$1,950,000"
417. Oliver Ekman-Larsson,FLA,31,LD,Left,80,9,23,32,0.40,10,123,0.07,18:23,-,-,-,-,-,,UFA,"$2,250,000","$2,250,000"
418. Evgeni Dadonov,DAL,34,"RW, LW",Left,51,12,11,23,0.45,-6,67,0.18,13:10,-,-,-,-,-,M-NTC,UFA,"$2,250,000","$2,250,000"
419. Philipp Kurashev,CHI,23,"LW, C, RW",Left,75,18,36,54,0.72,-44,128,0.14,19:01,-,-,-,-,-,,RFA,"$2,250,000","$2,250,000"
420. Daniel Vladar,CGY,25,G,Left,20,-,-,-,-,-,-,-,-,8,9,0,3.62,.882,,UFA,"$2,200,000","$2,200,000"
421. Mason Appleton,WPG,27,RW,Right,82,14,22,36,0.44,16,122,0.11,16:02,-,-,-,-,-,,UFA,"$2,166,667","$2,250,000"
422. Nick Bjugstad,UTA,30,"C, RW",Right,76,22,23,45,0.59,11,165,0.13,17:26,-,-,-,-,-,,UFA,"$2,100,000","$2,100,000"
423. Frédérick Gaudreau,MIN,30,"C, LW",Right,67,5,10,15,0.22,-23,105,0.05,13:56,-,-,-,-,-,M-NTC,UFA,"$2,100,000","$2,950,000"
424. Kaapo Kakko,NYR,22,RW,Left,61,13,6,19,0.31,6,91,0.14,13:16,-,-,-,-,-,,RFA,"$2,100,000","$2,400,000"
425. Calle Järnkrok,TOR,31,"RW, C, LW",Right,52,10,11,21,0.40,16,92,0.11,15:15,-,-,-,-,-,M-NTC,UFA,"$2,100,000","$2,100,000"
426. Ryan McLeod,EDM,23,C,Left,81,12,18,30,0.37,10,106,0.11,14:14,-,-,-,-,-,,RFA,"$2,100,000","$2,100,000"
427. Morgan Frost,PHI,24,C,Left,71,13,28,41,0.58,4,135,0.10,15:49,-,-,-,-,-,,RFA,"$2,100,000","$1,800,000"
428. Ethan Bear,WSH,26,RD,Right,24,1,3,4,0.17,-5,24,0.04,14:54,-,-,-,-,-,,UFA,"$2,062,500","$1,375,000"
429. Alex Goligoski,MIN,37,LD/RD,Left,36,0,10,10,0.28,-8,32,0.00,14:48,-,-,-,-,-,NMC,UFA,"$2,000,000","$2,000,000"
430. Max Pacioretty,WSH,34,LW,Left,47,4,19,23,0.49,-14,95,0.04,14:26,-,-,-,-,-,NMC,UFA,"$2,000,000","$2,000,000"
431. Erik Brännström,OTT,23,"LD/RD, LW",Left,76,3,17,20,0.26,5,77,0.04,16:35,-,-,-,-,-,,RFA,"$2,000,000","$2,000,000"
432. Marcus Johansson,MIN,32,"LW, RW",Left,78,11,19,30,0.38,-15,112,0.10,15:53,-,-,-,-,-,NTC,UFA,"$2,000,000","$2,000,000"
433. Jérémy Lauzon,NSH,26,LD/RD,Left,79,6,8,14,0.18,-3,103,0.06,18:36,-,-,-,-,-,,UFA,"$2,000,000","$2,000,000"
434. Pavel Francouz,-,33,G,Right,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,UFA,"$2,000,000","$1,750,000"
435. Conor Sheary,TBL,31,"LW, RW",Left,57,4,11,15,0.26,-3,50,0.08,11:06,-,-,-,-,-,NTC,UFA,"$2,000,000","$2,500,000"
436. Tyson Jost,BUF,25,C,Left,43,3,3,6,0.14,-11,48,0.06,10:35,-,-,-,-,-,,UFA,"$2,000,000","$2,000,000"
437. Daniel Sprong,DET,26,"RW, LW",Right,76,18,25,43,0.57,-5,160,0.11,12:00,-,-,-,-,-,,UFA,"$2,000,000","$2,000,000"
438. Nico Sturm,SJS,28,C,Left,63,5,8,13,0.21,-25,69,0.07,14:39,-,-,-,-,-,,UFA,"$2,000,000","$2,000,000"
439. Ryan Donato,CHI,27,"LW, C, RW",Left,78,12,18,30,0.38,-14,149,0.08,13:59,-,-,-,-,-,,UFA,"$2,000,000","$2,000,000"
440. Noel Acciari,PIT,31,"C, RW",Right,55,4,3,7,0.13,-7,59,0.07,12:58,-,-,-,-,-,M-NTC,UFA,"$2,000,000","$2,500,000"
441. Kevin Lankinen,NSH,28,G,Left,24,-,-,-,-,-,-,-,-,11,6,1,2.82,.908,,UFA,"$2,000,000","$2,000,000"
442. Klim Kostin,SJS,24,"LW, RW",Left,52,8,6,14,0.27,-12,43,0.19,10:54,-,-,-,-,-,,RFA,"$2,000,000","$1,800,000"
443. Pyotr Kochetkov,CAR,24,G,Left,42,-,-,-,-,-,-,-,-,23,13,4,2.33,.911,,UFA,"$2,000,000","$2,000,000"
444. Morgan Geekie,BOS,24,"C, RW",Right,76,17,22,39,0.51,6,130,0.13,15:24,-,-,-,-,-,,RFA,"$2,000,000","$2,000,000"
445. Vladislav Namestnikov,WPG,30,"LW, RW, C",Left,78,11,26,37,0.47,17,95,0.12,14:27,-,-,-,-,-,,UFA,"$2,000,000","$2,000,000"
446. Sean Monahan,WPG,28,"C, LW, RW",Left,83,26,33,59,0.71,-1,171,0.15,18:05,-,-,-,-,-,,UFA,"$1,985,000","$1,985,000"
447. Connor Ingram,UTA,26,G,Left,50,-,-,-,-,-,-,-,-,23,21,6,2.91,.907,,UFA,"$1,950,000","$1,750,000"
448. Sonny Milano,WSH,27,"LW, RW",Left,49,15,8,23,0.47,4,50,0.30,12:30,-,-,-,-,-,,UFA,"$1,900,000","$2,350,000"
449. Teddy Blueger,VAN,28,"C, LW",Left,68,6,22,28,0.41,4,97,0.06,14:56,-,-,-,-,-,,UFA,"$1,900,000","$1,900,000"
450. Brett Howden,VGK,25,"C, LW",Left,72,8,11,19,0.26,-11,76,0.11,13:13,-,-,-,-,-,,UFA,"$1,900,000","$2,150,000"
451. Jacob Bryson,BUF,25,LD/RD,Left,36,1,7,8,0.22,5,15,0.07,14:40,-,-,-,-,-,,RFA,"$1,850,000","$1,900,000"
452. Colin Miller,WPG,30,RD,Right,46,4,5,9,0.20,8,69,0.06,15:42,-,-,-,-,-,,UFA,"$1,850,000","$1,700,000"
453. Jordan Martinook,CAR,30,"LW, RW",Left,82,14,18,32,0.39,-1,148,0.09,14:38,-,-,-,-,-,,UFA,"$1,800,000","$2,700,000"
454. Eric Comrie,BUF,27,G,Left,10,-,-,-,-,-,-,-,-,2,7,0,3.70,.874,,UFA,"$1,800,000","$1,800,000"
455. Isac Lundeström,ANA,23,"C, LW",Left,46,5,6,11,0.24,-1,38,0.13,14:20,-,-,-,-,-,,RFA,"$1,800,000","$1,800,000"
456. Casey DeSmith,VAN,31,G,Left,29,-,-,-,-,-,-,-,-,12,9,1,2.89,.895,,UFA,"$1,800,000","$1,900,000"
457. Barrett Hayton,UTA,23,"C, LW",Left,33,3,7,10,0.30,-13,66,0.05,17:00,-,-,-,-,-,,RFA,"$1,775,000","$2,130,000"
458. Travis Boyd,UTA,29,"C, RW",Right,16,2,6,8,0.50,3,12,0.17,09:37,-,-,-,-,-,,UFA,"$1,750,000","$2,000,000"
459. Cal Clutterbuck,NYI,35,RW,Right,82,7,12,19,0.23,4,59,0.12,11:52,-,-,-,-,-,,UFA,"$1,750,000","$1,750,000"
460. Nicolas Deslauriers,PHI,32,"LW, RW",Left,60,1,3,4,0.07,-7,49,0.02,08:08,-,-,-,-,-,M-NTC,UFA,"$1,750,000","$2,000,000"
461. Laurent Brossoit,WPG,30,G,Left,23,-,-,-,-,-,-,-,-,15,5,3,2.00,.927,,UFA,"$1,750,000","$1,750,000"
462. Yakov Trenin,COL,26,"LW, C",Left,76,12,5,17,0.22,15,116,0.10,14:34,-,-,-,-,-,,UFA,"$1,700,000","$1,700,000"
463. Jake Evans,MTL,27,C,Right,82,7,21,28,0.34,-1,81,0.09,16:01,-,-,-,-,-,,UFA,"$1,700,000","$1,700,000"
464. Ryan Hartman,MIN,28,"C, RW",Right,74,21,24,45,0.61,4,173,0.12,16:31,-,-,-,-,-,NMC,UFA,"$1,700,000","$2,000,000"
465. Sean Durzi,UTA,24,LD/RD,Right,76,9,32,41,0.54,-1,142,0.06,22:43,-,-,-,-,-,,RFA,"$1,700,000","$2,000,000"
466. Blake Lizotte,LAK,25,C,Left,62,7,8,15,0.24,11,76,0.09,11:49,-,-,-,-,-,,RFA,"$1,675,000","$1,675,000"
467. Anthony Deangelo,CAR,27,RD,Right,31,3,8,11,0.35,-7,44,0.07,14:20,-,-,-,-,-,,UFA,"$1,675,000","$1,675,000"
468. Pius Suter,VAN,27,"C, LW",Left,67,14,15,29,0.43,17,105,0.13,15:29,-,-,-,-,-,,UFA,"$1,600,000","$1,600,000"
469. Cam York,PHI,22,LD/RD,Left,82,10,20,30,0.37,-13,134,0.07,22:37,-,-,-,-,-,,RFA,"$1,600,000","$1,600,000"
470. Eric Robinson,BUF,28,LW,Left,47,3,7,10,0.21,-3,61,0.05,11:19,-,-,-,-,-,,UFA,"$1,600,000","$1,700,000"
471. Jack McBain,UTA,23,"C, LW",Left,67,8,18,26,0.39,8,56,0.14,12:37,-,-,-,-,-,,RFA,"$1,599,999","$1,599,999"
472. Alexandre Texier,CBJ,23,"LW, C, RW",Left,78,12,18,30,0.38,-5,109,0.11,15:10,-,-,-,-,-,,RFA,"$1,525,000","$1,750,000"
473. Matt Martin,NYI,34,"LW, RW",Left,57,4,4,8,0.14,7,48,0.08,09:18,-,-,-,-,-,,UFA,"$1,500,000","$1,500,000"
474. Jani Hakanpää,DAL,31,RD,Right,64,2,10,12,0.19,10,56,0.04,18:38,-,-,-,-,-,,UFA,"$1,500,000","$2,000,000"
475. Pheonix Copley,LAK,31,G,Left,8,-,-,-,-,-,-,-,-,4,1,1,3.17,.870,,UFA,"$1,500,000","$1,500,000"
476. James Reimer,DET,35,G,Left,25,-,-,-,-,-,-,-,-,11,8,2,3.11,.904,M-NTC,UFA,"$1,500,000","$1,500,000"
477. Alex Nedeljkovic,PIT,27,G,Left,38,-,-,-,-,-,-,-,-,18,7,1,2.97,.902,,UFA,"$1,500,000","$1,500,000"
478. Eetu Luostarinen,FLA,24,"LW, C",Left,82,12,15,27,0.33,1,119,0.10,15:56,-,-,-,-,-,,RFA,"$1,500,000","$1,500,000"
479. Kailer Yamamoto,SEA,24,RW,Right,59,8,8,16,0.27,-9,61,0.13,11:59,-,-,-,-,-,,RFA,"$1,500,000","$1,500,000"
480. Owen Tippett,PHI,24,"RW, LW",Right,78,28,25,53,0.68,-5,289,0.10,16:35,-,-,-,-,-,,RFA,"$1,500,000","$1,750,000"
481. Antti Raanta,CAR,34,G,Left,24,-,-,-,-,-,-,-,-,12,7,1,2.99,.872,,UFA,"$1,500,000","$1,500,000"
482. Brandon Hagel,TBL,24,LW,Left,82,26,49,75,0.91,1,184,0.14,19:15,-,-,-,-,-,,RFA,"$1,500,000","$2,050,000"
483. Tomas Tatar,SEA,32,"LW, RW",Left,70,9,15,24,0.34,8,72,0.13,12:27,-,-,-,-,-,,UFA,"$1,500,000","$1,500,000"
484. Michael Rasmussen,DET,24,"LW, C",Left,75,13,20,33,0.44,8,101,0.13,15:11,-,-,-,-,-,,RFA,"$1,460,000","$1,900,000"
485. Eeli Tolvanen,SEA,24,"LW, RW",Left,81,16,25,41,0.51,-15,153,0.10,15:38,-,-,-,-,-,,RFA,"$1,450,000","$1,450,000"
486. Fabian Zetterlund,SJS,23,RW,Right,82,24,20,44,0.54,-34,204,0.12,18:51,-,-,-,-,-,,RFA,"$1,450,000","$1,400,000"
487. William Carrier,VGK,28,LW,Left,39,6,2,8,0.21,3,65,0.09,11:10,-,-,-,-,-,,UFA,"$1,400,000","$1,750,000"
488. Rasmus Sandin,WSH,23,LD,Left,68,3,20,23,0.34,-13,79,0.04,21:07,-,-,-,-,-,,RFA,"$1,400,000","$1,600,000"
489. Michael McLeod,NJD,25,C,Right,45,10,9,19,0.42,6,73,0.14,15:08,-,-,-,-,-,,RFA,"$1,400,000","$1,400,000"
490. Philippe Myers,TBL,26,RD,Right,5,0,0,0,0.00,-2,6,0.00,11:41,-,-,-,-,-,,UFA,"$1,400,000","$1,400,000"
491. Keegan Kolesar,VGK,26,RW,Right,79,8,10,18,0.23,-8,73,0.11,10:51,-,-,-,-,-,,UFA,"$1,400,000","$1,400,000"
492. Jordan Harris,MTL,22,LD/RD,Left,56,3,11,14,0.25,-5,43,0.07,17:28,-,-,-,-,-,,RFA,"$1,400,000","$1,400,000"
493. Dylan Samberg,WPG,24,LD,Left,78,1,17,18,0.23,16,77,0.01,15:37,-,-,-,-,-,,RFA,"$1,400,000","$1,300,000"
494. Timothy Liljegren,TOR,24,RD,Right,55,3,20,23,0.42,3,62,0.05,19:39,-,-,-,-,-,,RFA,"$1,400,000","$1,500,000"
495. Ryan Poehling,PHI,24,"C, LW",Left,77,11,17,28,0.36,-11,111,0.10,14:59,-,-,-,-,-,,RFA,"$1,400,000","$1,400,000"
496. Morgan Barron,WPG,24,"LW, RW",Left,80,11,7,18,0.23,10,94,0.12,10:29,-,-,-,-,-,,RFA,"$1,350,000","$1,300,000"
497. Nathan Bastian,NJD,25,RW,Right,54,5,7,12,0.22,-10,57,0.09,10:09,-,-,-,-,-,,UFA,"$1,350,000","$1,350,000"
498. Ryan Reaves,TOR,36,RW,Right,49,4,2,6,0.12,-13,26,0.15,08:06,-,-,-,-,-,,UFA,"$1,350,000","$1,350,000"
499. Riley Stillman,BUF,25,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$1,350,000","$1,350,000"
500. Carl Grundström,LAK,25,"LW, RW",Left,50,8,4,12,0.24,-2,95,0.08,10:56,-,-,-,-,-,,RFA,"$1,300,000","$1,300,000"
501. Nic Dowd,WSH,33,C,Right,64,12,10,22,0.34,-2,61,0.20,15:12,-,-,-,-,-,,UFA,"$1,300,000","$1,300,000"
502. Kevin Rooney,CGY,30,C,Left,33,3,1,4,0.12,-4,27,0.11,11:12,-,-,-,-,-,,UFA,"$1,300,000","$1,300,000"
503. Max Jones,ANA,25,"LW, RW",Left,52,5,10,15,0.29,-6,76,0.07,12:03,-,-,-,-,-,,RFA,"$1,295,000","$1,500,000"
504. Joshua Brown,UTA,29,RD,Right,51,3,7,10,0.20,2,44,0.07,14:45,-,-,-,-,-,,UFA,"$1,275,000","$1,300,000"
505. Alexey Toropchenko,STL,24,"LW, RW",Left,82,14,7,21,0.26,-3,114,0.12,12:31,-,-,-,-,-,,RFA,"$1,250,000","$1,250,000"
506. Matthew Benning,SJS,29,RD,Right,14,0,2,2,0.14,-5,13,0.00,18:28,-,-,-,-,-,,UFA,"$1,250,000","$1,250,000"
507. Jarred Tinordi,CHI,31,LD,Left,52,0,9,9,0.17,-27,32,0.00,15:38,-,-,-,-,-,,UFA,"$1,250,000","$1,250,000"
508. Nikolai Knyzhov,SJS,25,LD/RD,Left,10,0,1,1,0.10,-6,6,0.00,17:38,-,-,-,-,-,,UFA,"$1,250,000","$1,100,000"
509. Nicolas Aubé-Kubel,WSH,27,RW,Right,60,6,10,16,0.27,4,58,0.10,12:12,-,-,-,-,-,,UFA,"$1,225,000","$1,225,000"
510. Jon Merrill,MIN,31,LD,Left,65,4,7,11,0.17,0,42,0.10,12:46,-,-,-,-,-,,UFA,"$1,200,000","$1,200,000"
511. Colin Blackwell,CHI,30,"C, RW",Right,44,8,4,12,0.27,-2,88,0.09,14:29,-,-,-,-,-,,UFA,"$1,200,000","$1,200,000"
512. Joey Daccord,SEA,26,G,Left,50,-,-,-,-,-,-,-,-,19,18,3,2.46,.916,,UFA,"$1,200,000","$1,200,000"
513. Sam Lafferty,VAN,28,"RW, C, LW",Right,79,13,11,24,0.30,4,78,0.17,11:52,-,-,-,-,-,,UFA,"$1,150,000","$1,150,000"
514. Jakub Zboril,CBJ,26,LD/RD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$1,137,500","$1,300,000"
515. Christian Fischer,DET,26,"RW, LW",Right,79,5,14,19,0.24,0,86,0.06,11:24,-,-,-,-,-,,UFA,"$1,125,000","$1,125,000"
516. Nick Perbix,TBL,25,RD,Right,77,2,22,24,0.31,8,57,0.04,17:04,-,-,-,-,-,,UFA,"$1,125,000","$1,125,000"
517. Mathieu Olivier,CBJ,26,RW,Right,54,5,7,12,0.22,-4,55,0.09,11:16,-,-,-,-,-,,UFA,"$1,100,000","$1,100,000"
518. Nils Höglander,VAN,22,"LW, RW",Left,80,24,12,36,0.45,23,120,0.20,12:06,-,-,-,-,-,,RFA,"$1,100,000","$1,000,000"
519. Ross Johnston,ANA,29,LW,Left,68,1,3,4,0.06,-12,44,0.02,08:11,-,-,-,-,-,,UFA,"$1,100,000","$1,100,000"
520. Charlie Lindgren,WSH,29,G,Right,50,-,-,-,-,-,-,-,-,25,16,6,2.67,.911,,UFA,"$1,100,000","$1,100,000"
521. Travis Hamonic,OTT,32,RD,Right,48,2,4,6,0.13,-10,50,0.04,14:44,-,-,-,-,-,NMC,UFA,"$1,100,000","$1,100,000"
522. Conor Timmins,TOR,24,RD,Right,25,1,9,10,0.40,9,25,0.04,16:01,-,-,-,-,-,,RFA,"$1,100,000","$1,100,000"
523. Filip Zadina,SJS,23,"RW, LW",Left,72,13,10,23,0.32,-44,137,0.09,13:20,-,-,-,-,-,,RFA,"$1,100,000","$1,100,000"
524. Brandon Duhaime,COL,26,"RW, LW",Left,80,5,8,13,0.16,-5,92,0.05,10:51,-,-,-,-,-,,UFA,"$1,100,000","$1,100,000"
525. Brendan Smith,NJD,34,"LD/RD, LW",Left,63,5,10,15,0.24,-3,60,0.08,16:06,-,-,-,-,-,,UFA,"$1,100,000","$1,200,000"
526. Troy Stecher,EDM,29,RD,Right,54,1,6,7,0.13,9,51,0.02,18:07,-,-,-,-,-,,UFA,"$1,100,000","$1,100,000"
527. Nick Cousins,FLA,29,"LW, C",Left,69,7,8,15,0.22,1,111,0.06,12:11,-,-,-,-,-,,UFA,"$1,100,000","$1,100,000"
528. Rem Pitlick,CHI,26,"LW, RW",Left,9,0,0,0,0.00,-7,13,0.00,15:35,-,-,-,-,-,,UFA,"$1,100,000","$1,100,000"
529. Anthony Stolarz,FLA,29,G,Left,27,-,-,-,-,-,-,-,-,16,7,2,2.03,.925,,UFA,"$1,100,000","$1,100,000"
530. Kyle Burroughs,SJS,27,LD/RD,Right,73,2,6,8,0.11,-42,79,0.03,19:08,-,-,-,-,-,,UFA,"$1,100,000","$1,100,000"
531. Marc Staal,PHI,36,LD,Left,35,1,4,5,0.14,2,20,0.05,13:48,-,-,-,-,-,,UFA,"$1,100,000","$1,100,000"
532. Rafaël Harvey-Pinard,MTL,24,"LW, RW",Left,45,2,8,10,0.22,-2,26,0.08,12:38,-,-,-,-,-,,RFA,"$1,100,000","$1,200,000"
533. Kevin Shattenkirk,BOS,34,RD,Right,61,6,18,24,0.39,-2,78,0.08,15:46,-,-,-,-,-,,UFA,"$1,050,000","$1,050,000"
534. Kevin Bahl,NJD,23,LD,Left,82,1,10,11,0.13,1,63,0.02,17:23,-,-,-,-,-,,RFA,"$1,050,000","$900,000"
535. Logan O'Connor,COL,26,"RW, LW",Right,57,13,12,25,0.44,13,85,0.15,14:57,-,-,-,-,-,,UFA,"$1,050,000","$1,000,000"
536. Daniil Tarasov,CBJ,24,G,Left,24,-,-,-,-,-,-,-,-,8,11,0,3.18,.908,,RFA,"$1,050,000","$1,050,000"
537. Steven Lorentz,FLA,27,"C, LW, RW",Left,38,1,2,3,0.08,-9,30,0.03,08:47,-,-,-,-,-,,UFA,"$1,050,000","$1,150,000"
538. Samuel Montembeault,MTL,26,G,Left,41,-,-,-,-,-,-,-,-,16,15,0,3.14,.903,,UFA,"$1,000,000","$1,000,000"
539. James van Riemsdyk,BOS,34,"LW, RW",Left,71,11,27,38,0.54,7,142,0.08,13:30,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
540. Craig Smith,DAL,33,RW,Right,75,11,9,20,0.27,2,112,0.10,10:13,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
541. Logan Stanley,WPG,25,LD,Left,25,1,1,2,0.08,4,29,0.03,13:46,-,-,-,-,-,,RFA,"$1,000,000","$1,000,000"
542. Milan Lucic,BOS,35,"LW, RW",Left,4,0,2,2,0.50,-1,1,0.00,11:58,-,-,-,-,-,NMC,UFA,"$1,000,000","$1,000,000"
543. Patrick Maroon,BOS,35,"LW, RW",Left,51,4,12,16,0.31,-11,56,0.07,12:50,-,-,-,-,-,M-NTC,UFA,"$1,000,000","$1,000,000"
544. Scott Wedgewood,DAL,30,G,Left,32,-,-,-,-,-,-,-,-,16,7,0,2.85,.899,,UFA,"$1,000,000","$1,000,000"
545. Samuel Blais,STL,27,"LW, RW",Left,53,1,6,7,0.13,-11,33,0.03,09:41,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
546. Dmitry Kulikov,FLA,32,LD/RD,Left,76,1,19,20,0.26,15,74,0.01,16:30,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
547. Tomas Nosek,NJD,30,"LW, C",Left,36,2,4,6,0.17,-11,38,0.05,11:48,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
548. Juuso Välimäki,UTA,24,LD,Left,68,2,15,17,0.25,12,69,0.03,19:05,-,-,-,-,-,,RFA,"$1,000,000","$1,000,000"
549. Cam Talbot,LAK,35,G,Left,54,-,-,-,-,-,-,-,-,27,20,3,2.50,.913,NTC,UFA,"$1,000,000","$1,000,000"
550. Mattias Janmark,EDM,30,"LW, RW",Left,71,4,8,12,0.17,0,67,0.06,11:53,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
551. Mike Reilly,NYI,29,LD,Left,61,6,18,24,0.39,-1,126,0.05,17:09,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
552. Curtis Lazar,NJD,28,"RW, C",Right,71,7,18,25,0.35,10,74,0.09,12:23,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
553. Andreas Englund,LAK,27,LD,Left,82,1,9,10,0.12,-3,41,0.02,13:13,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
554. Kevin Stenlund,FLA,26,"C, RW",Right,81,11,4,15,0.19,-10,81,0.14,12:36,-,-,-,-,-,,UFA,"$1,000,000","$1,000,000"
555. Rasmus Kupari,WPG,23,"C, LW, RW",Right,28,0,1,1,0.04,-5,28,0.00,09:08,-,-,-,-,-,,RFA,"$1,000,000","$900,000"
556. Kurtis MacDermid,NJD,29,"LD/RD, LW",Left,45,2,1,3,0.07,4,16,0.13,04:49,-,-,-,-,-,,UFA,"$987,500","$1,000,000"
557. Justin Danforth,CBJ,30,"RW, C",Right,71,10,16,26,0.37,-10,86,0.12,14:16,-,-,-,-,-,,UFA,"$975,000","$975,000"
558. Arvid Söderblom,CHI,23,G,Left,32,-,-,-,-,-,-,-,-,5,22,0,3.92,.879,,RFA,"$962,500","$925,000"
559. Gustav Lindström,ANA,24,RD,Right,46,3,7,10,0.22,12,29,0.10,15:24,-,-,-,-,-,,RFA,"$950,000","$950,000"
560. Gavin Brindley,CBJ,18,C,Right,1,0,0,0,0.00,0,0,0.00,12:20,-,-,-,-,-,,10.2(c),"$950,000","$950,000"
561. Filip Bystedt,SJS,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
562. Nate Danielson,DET,18,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
563. Carl Berglund,EDM,23,"C, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000","$950,000"
564. Nikita Tolopilo,VAN,23,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$950,000","$950,000"
565. Logan Cooley,UTA,19,C,Left,82,20,24,44,0.54,-13,151,0.13,15:48,-,-,-,-,-,,RFA,"$950,000","$950,000"
566. David Reinbacher,MTL,18,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
567. Robert Bortuzzo,NYI,34,RD,Right,27,0,0,0,0.00,0,11,0.00,13:43,-,-,-,-,-,,UFA,"$950,000","$950,000"
568. Zach Benson,BUF,18,LW,Left,71,11,19,30,0.42,-3,98,0.11,14:31,-,-,-,-,-,,RFA,"$950,000","$950,000"
569. Jonathan Lekkerimäki,VAN,18,"RW, C",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
570. Dalibor Dvorsky,STL,18,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
571. Colby Barlow,WPG,18,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
572. Cole Guttman,CHI,24,C,Right,27,4,4,8,0.30,-17,50,0.08,12:37,-,-,-,-,-,,RFA,"$950,000","$950,000"
573. Juraj Slafkovsky,MTL,19,"RW, LW",Left,82,20,30,50,0.61,-19,152,0.13,17:56,-,-,-,-,-,,RFA,"$950,000","$950,000"
574. Valtteri Pulli,SJS,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000","$950,000"
575. Adam Fantilli,CBJ,18,C,Left,49,12,15,27,0.55,-21,115,0.10,15:42,-,-,-,-,-,,RFA,"$950,000","$950,000"
576. Lian Bichsel,DAL,19,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
577. Tanner Molendyk,NSH,18,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$950,000",$0
578. Ivan Miroshnichenko,WSH,19,LW,Right,21,2,4,6,0.29,-4,30,0.07,12:08,-,-,-,-,-,,RFA,"$950,000","$950,000"
