player,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI_min,FOW%,ixG,iSh,iCF,iFF,ixG60,iSh60,iCF60,iFF60,SF,SA,SF%,CF,CA,CF%,FF,FA,FF%,xGF,xGA,xGF%,team_start,team_end,shoots,pos,age,country,weight,height_in,pos_multi,handed,signing_team,extension,signing_date,signing_age,clause,length,signing,expiry,exp_year,aav
Nick Foligno,74,17,20,37,-29,57,0.5,8,20,8,16,1,1,0,0,146,11.6,17.77,52.4,23.4,145,221,187,1.08,6.7,10.21,8.64,604,662,47.71,1184,1282,48.01,852,920,48.08,66.2,74.75,46.97,CHI,CHI,L,L,35,United States,208,72,True,Left,CHI,True,2023-06-27,35,None,1,UFA,unrestricted,2024,4000000
Rickard Rakell,70,15,22,37,4,22,0.53,11,31,4,6,0,0,0,2,165,9.1,16.52,23.1,21.61,164,326,241,1.12,8.51,16.92,12.51,700,505,58.09,1446,995,59.24,1022,740,58.0,81.51,51.49,61.29,PIT,PIT,R,R,30,Sweden,196,72,True,Right,PIT,True,2022-07-11,29,M-NTC,6,UFA,unrestricted,2028,5000000
Matty Beniers,77,15,22,37,-11,20,0.48,9,24,6,13,0,0,0,1,133,11.3,17.97,47.4,15.55,129,269,187,0.68,5.67,11.83,8.22,666,578,53.54,1444,1129,56.12,983,852,53.57,71.97,57.95,55.4,SEA,SEA,L,C,20,United States,175,74,False,Left,SEA,False,2022-04-10,18,None,3,ELC,restricted,2024,1850000
Stefan Noesen,81,14,23,37,13,33,0.46,11,26,3,11,0,0,0,3,111,12.6,11.87,42.2,20.3,111,204,186,1.27,6.93,12.73,11.6,567,331,63.14,1208,654,64.88,862,477,64.38,62.15,31.91,66.06,CAR,CAR,R,R,30,United States,205,73,True,Right,CAR,True,2022-07-12,29,None,2,UFA,unrestricted,2024,762500
Vladislav Namestnikov,78,11,26,37,17,37,0.47,7,31,3,5,1,1,0,0,95,11.6,14.47,36.3,15.03,95,182,144,0.8,5.05,9.68,7.66,560,521,51.8,1080,1047,50.78,802,749,51.71,53.84,55.59,49.2,WPG,WPG,L,C,30,Russia,183,72,True,Left,WPG,False,2023-07-01,30,None,2,UFA,unrestricted,2025,2000000
Jaccob Slavin,81,6,31,37,21,8,0.46,4,34,0,0,2,3,0,1,151,4.0,20.93,0.0,6.34,151,340,232,0.22,5.34,12.03,8.21,887,780,53.21,1955,1501,56.57,1389,1124,55.27,93.02,86.15,51.92,CAR,CAR,L,D,29,United States,207,75,False,Left,CAR,True,2017-07-12,24,M-NTC,7,RFA,unrestricted,2025,5300000
Nils Hoglander,80,24,12,36,23,51,0.45,24,36,0,0,0,0,0,5,120,20.0,12.1,0.0,18.23,119,197,173,1.14,7.49,12.39,10.88,450,389,53.64,963,803,54.53,686,582,54.1,47.02,36.82,56.08,VAN,VAN,L,L,22,Sweden,185,69,True,Left,VAN,False,2023-07-09,22,None,2,RFA,restricted,2025,1100000
Gabriel Vilardi,47,22,14,36,11,14,0.77,13,22,9,14,0,0,0,5,117,18.8,17.0,45.8,19.89,116,179,156,1.52,8.85,13.66,11.9,469,362,56.44,898,707,55.95,661,525,55.73,57.68,37.54,60.58,WPG,WPG,R,C,23,Canada,185,74,True,Right,WPG,False,2023-07-19,23,None,2,RFA,restricted,2025,3437500
Alex Killorn,63,18,18,36,-15,54,0.57,13,29,5,7,0,0,1,5,145,12.4,18.73,35.9,20.11,142,270,199,1.04,7.34,13.95,10.28,573,553,50.89,1173,1076,52.16,844,805,51.18,62.86,62.76,50.04,ANA,ANA,L,L,33,Canada,199,73,True,Left,ANA,False,2023-07-01,33,NTC,4,UFA,unrestricted,2027,6250000
Danton Heinen,74,17,19,36,16,28,0.49,15,34,1,1,1,1,0,4,119,14.3,14.47,38.7,15.73,119,213,168,0.88,6.67,11.94,9.42,495,557,47.05,933,1104,45.8,687,823,45.5,47.7,59.03,44.69,BOS,BOS,L,L,27,Canada,188,73,True,Left,BOS,False,2023-10-30,27,None,1,UFA,unrestricted,2024,775000
Mason Appleton,82,14,22,36,16,26,0.44,11,32,2,2,1,2,0,2,122,11.5,16.05,52.9,14.47,121,239,188,0.67,5.59,11.04,8.68,593,717,45.27,1191,1448,45.13,875,1033,45.86,65.56,73.64,47.1,WPG,WPG,R,C,27,United States,193,74,False,Right,WPG,False,2022-08-07,26,None,3,RFA,unrestricted,2025,2166667
Boone Jenner,58,22,13,35,-8,28,0.6,16,26,5,8,1,1,0,1,155,14.2,20.1,54.3,22.86,155,287,237,1.18,7.98,14.77,12.2,643,640,50.12,1352,1261,51.74,953,909,51.18,76.27,74.25,50.67,CBJ,CBJ,L,C,30,Canada,208,74,True,Left,CBJ,True,2021-07-28,29,M-NTC,4,UFA,unrestricted,2026,3750000
Jason Dickinson,82,22,13,35,4,43,0.43,20,33,2,2,0,0,0,4,126,17.5,16.57,50.0,12.84,124,233,176,0.56,5.54,10.41,7.87,549,674,44.89,1083,1396,43.69,768,978,43.99,50.63,83.05,37.86,CHI,CHI,L,C,27,Canada,200,74,True,Left,VAN,False,2021-08-14,25,None,3,RFA,unrestricted,2024,2650000
Tom Wilson,74,18,17,35,-19,133,0.47,11,23,5,10,2,2,0,3,169,10.7,18.1,36.7,26.08,169,321,244,1.17,7.57,14.38,10.93,675,655,50.75,1390,1334,51.03,973,959,50.36,87.16,82.05,51.51,WSH,WSH,R,R,29,Canada,220,76,False,Right,WSH,False,2018-07-27,24,M-NTC,6,RFA,unrestricted,2024,5166667
Dylan Guenther,45,18,17,35,-1,14,0.78,8,20,9,13,1,2,1,4,121,14.9,16.28,20.7,12.67,121,227,179,1.04,9.91,18.59,14.66,429,345,55.43,833,667,55.53,623,498,55.58,47.91,37.13,56.34,ARI,ARI,R,R,20,Canada,175,74,True,Right,ARI,False,2021-08-30,18,None,3,ELC,restricted,2025,1744167
Erik Haula,76,16,19,35,-1,54,0.46,14,30,1,3,1,2,0,2,155,10.3,16.88,54.8,22.39,156,288,223,1.05,7.3,13.47,10.43,614,635,49.16,1242,1292,49.01,865,938,47.98,71.03,74.86,48.69,NJD,NJD,L,L,32,Finland,193,72,True,Left,NJD,True,2023-06-23,32,NTC,3,UFA,unrestricted,2026,3150000
Colton Sissons,81,15,20,35,-6,38,0.43,9,24,3,7,3,4,0,2,131,11.5,16.57,52.6,23.18,131,241,204,1.04,5.85,10.77,9.11,696,744,48.33,1341,1383,49.23,997,1012,49.63,81.88,89.47,47.79,NSH,NSH,R,C,29,Canada,200,73,True,Right,NSH,False,2019-07-23,25,None,7,RFA,unrestricted,2026,2857143
Matthew Knies,80,15,20,35,9,45,0.44,15,33,0,2,0,0,0,3,115,13.0,13.68,0.0,14.95,115,188,161,0.82,6.31,10.31,8.83,533,525,50.38,1076,1090,49.68,787,782,50.16,55.25,50.39,52.3,TOR,TOR,L,L,20,United States,217,75,True,Left,TOR,False,2023-04-09,19,None,3,ELC,restricted,2025,925000
Anton Lundell,78,13,22,35,19,46,0.45,12,29,1,5,0,1,1,2,166,7.8,15.38,54.9,18.14,166,281,221,0.91,8.3,14.06,11.06,664,501,57.0,1374,1025,57.27,953,767,55.41,70.77,54.17,56.64,FLA,FLA,L,C,21,Finland,185,73,True,Left,FLA,False,2021-06-07,19,None,3,ELC,restricted,2024,1775000
Adam Lowry,81,12,23,35,17,57,0.43,11,31,0,2,1,2,1,1,119,10.1,16.1,49.0,21.63,119,236,193,0.99,5.47,10.86,8.88,627,687,47.72,1224,1401,46.63,908,993,47.76,70.51,77.47,47.65,WPG,WPG,L,C,30,United States,210,77,False,Left,WPG,True,2021-04-16,28,M-NTC,5,UFA,unrestricted,2026,3250000
Mathieu Joseph,72,11,24,35,-4,51,0.49,10,33,0,0,1,2,0,3,124,8.9,16.47,33.3,16.71,124,235,189,0.85,6.27,11.89,9.56,525,590,47.09,1030,1203,46.13,754,853,46.92,48.64,64.13,43.13,OTT,OTT,L,R,26,Canada,190,73,True,Left,OTT,False,2022-07-28,25,None,4,RFA,unrestricted,2026,2950000
Nino Niederreiter,77,18,16,34,12,34,0.44,15,30,3,4,0,0,0,3,170,10.6,14.97,45.6,23.77,169,285,226,1.25,8.9,15.01,11.91,583,495,54.08,1237,990,55.55,875,715,55.03,65.8,43.9,59.98,WPG,WPG,L,R,30,Other,218,74,True,Left,NSH,False,2022-07-21,29,None,2,UFA,unrestricted,2024,4000000
Dmitri Voronkov,75,18,16,34,-6,52,0.45,12,26,6,8,0,0,0,2,142,12.7,13.45,42.2,23.14,142,238,203,1.38,8.44,14.15,12.07,594,481,55.26,1217,965,55.77,842,692,54.89,62.51,55.33,53.05,CBJ,CBJ,L,L,22,Russia,190,76,True,Left,CBJ,False,2023-05-04,22,None,2,ELC,restricted,2025,925000
Artturi Lehkonen,45,16,18,34,11,14,0.76,9,22,7,12,0,0,1,2,103,15.5,18.47,27.3,16.54,102,166,133,1.22,7.51,12.22,9.78,515,360,58.86,989,694,58.76,715,520,57.89,55.83,41.75,57.21,COL,COL,L,L,27,Finland,180,72,True,Left,COL,False,2022-07-13,26,NTC,5,RFA,unrestricted,2027,4500000
Alex Newhook,55,15,19,34,-11,18,0.62,13,26,2,8,0,0,0,2,85,17.7,16.93,46.5,12.76,85,181,131,0.82,5.48,11.67,8.44,462,465,49.84,950,910,51.08,690,656,51.26,58.17,49.97,53.79,MTL,MTL,L,C,22,Canada,199,71,True,Left,MTL,False,2023-07-11,22,None,4,RFA,restricted,2027,2900000
Connor Zary,63,14,20,34,12,22,0.54,13,30,1,4,0,0,0,3,90,15.6,15.27,44.0,11.9,90,173,122,0.75,5.69,10.94,7.71,540,422,56.13,1131,824,57.85,799,583,57.81,56.58,39.5,58.89,CGY,CGY,L,C,21,Canada,178,72,True,Left,CGY,False,2020-12-31,18,None,3,ELC,restricted,2025,1005000
Dawson Mercer,82,20,13,33,-26,29,0.4,16,28,4,5,0,0,0,2,134,14.9,17.22,44.9,19.89,134,234,182,0.85,5.69,9.94,7.73,627,712,46.83,1335,1439,48.13,921,1040,46.97,68.17,80.36,45.9,NJD,NJD,R,C,21,Canada,180,72,True,Right,NJD,False,2020-12-24,18,None,3,ELC,restricted,2024,1294167
Tyson Foerster,77,20,13,33,0,32,0.43,15,24,4,8,1,1,0,2,167,12.0,17.27,33.3,19.04,167,320,239,0.86,7.54,14.44,10.79,769,493,60.94,1565,1098,58.77,1105,737,59.99,76.13,52.0,59.42,PHI,PHI,R,R,21,Canada,194,74,False,Right,PHI,False,2020-10-14,18,None,3,ELC,restricted,2025,863333
Connor McMichael,80,18,15,33,-20,34,0.41,15,25,2,6,1,2,0,3,135,13.3,15.98,42.4,21.69,135,252,198,1.02,6.33,11.82,9.28,522,658,44.24,1099,1350,44.88,769,963,44.4,62.46,74.64,45.56,WSH,WSH,L,C,22,Canada,182,71,True,Left,WSH,False,2019-07-12,18,None,3,ELC,restricted,2024,863333
Drew O'Connor,79,16,17,33,14,20,0.42,15,31,0,0,1,2,0,2,160,10.0,15.75,46.7,23.66,159,268,217,1.13,7.67,12.93,10.47,617,643,48.97,1198,1325,47.48,878,971,47.49,63.4,69.84,47.58,PIT,PIT,L,L,25,United States,205,75,False,Left,PIT,False,2023-08-02,25,None,2,RFA,unrestricted,2025,925000
Andrew Copp,79,13,20,33,-2,26,0.42,11,27,1,3,1,3,0,3,109,11.9,16.27,53.6,13.93,109,193,152,0.65,5.09,9.01,7.09,516,734,41.28,1008,1535,39.64,727,1105,39.68,52.72,88.05,37.45,DET,DET,L,C,28,United States,206,73,True,Left,DET,False,2022-07-13,27,M-NTC,5,UFA,unrestricted,2027,5625000
Michael Rasmussen,75,13,20,33,8,47,0.44,12,29,0,0,1,4,0,3,101,12.9,15.18,48.3,16.17,101,185,148,0.85,5.32,9.74,7.79,452,614,42.4,901,1340,40.21,631,941,40.14,47.46,69.08,40.72,DET,DET,L,C,24,Canada,221,78,True,Left,DET,True,2021-07-22,22,None,3,RFA,restricted,2024,1460000
Jean-Gabriel Pageau,82,11,22,33,-8,13,0.4,9,25,1,2,1,6,1,2,101,10.9,15.92,55.4,15.34,101,185,151,0.71,4.65,8.51,6.95,533,762,41.16,1117,1591,41.25,795,1099,41.97,60.0,78.41,43.35,NYI,NYI,R,C,30,Canada,180,70,False,Right,NYI,True,2020-02-24,27,M-NTC,6,UFA,unrestricted,2026,5000000
Yanni Gourde,80,11,22,33,-11,62,0.41,9,28,0,2,2,3,0,1,156,7.1,17.45,47.8,20.76,154,289,223,0.9,6.71,12.59,9.71,657,699,48.45,1401,1424,49.59,971,1054,47.95,62.33,70.78,46.83,SEA,SEA,L,C,31,Canada,173,69,True,Left,TBL,True,2018-11-02,27,M-NTC,6,UFA,unrestricted,2025,5166666
Brandon Montour,66,8,25,33,1,46,0.5,7,16,1,17,0,0,0,3,168,4.8,23.45,0.0,9.94,168,413,247,0.39,6.51,16.01,9.58,989,647,60.45,1979,1225,61.77,1412,940,60.03,113.28,61.72,64.73,FLA,FLA,R,D,29,Canada,189,72,False,Right,FLA,True,2021-07-27,27,None,3,UFA,unrestricted,2024,3500000
Darren Raddysh,82,6,27,33,-3,21,0.4,5,26,1,7,0,0,1,2,101,5.9,19.1,0.0,4.68,101,242,158,0.18,3.87,9.26,6.05,770,738,51.06,1619,1471,52.39,1138,1073,51.47,77.12,69.06,52.75,TBL,TBL,R,D,27,Canada,201,72,False,Right,TBL,True,2022-06-29,26,None,2,UFA,unrestricted,2024,762500
Owen Power,76,6,27,33,8,28,0.43,6,26,0,6,0,1,0,1,108,5.6,22.92,0.0,6.65,108,226,158,0.23,3.72,7.78,5.44,839,879,48.84,1715,1737,49.68,1214,1283,48.62,81.81,107.06,43.32,BUF,BUF,L,D,20,Canada,214,78,True,Left,BUF,False,2022-04-08,18,None,3,ELC,restricted,2024,1850000
Neal Pionk,82,5,28,33,9,63,0.4,4,25,1,8,0,0,0,1,146,3.4,20.83,0.0,6.74,146,306,212,0.24,5.19,10.89,7.54,778,885,46.78,1608,1730,48.17,1138,1263,47.4,83.86,100.25,45.55,WPG,WPG,R,D,27,United States,186,72,False,Right,WPG,False,2021-08-11,25,M-NTC,4,RFA,unrestricted,2025,5875000
Alex Pietrangelo,64,4,29,33,-5,24,0.52,4,23,0,9,0,1,1,2,141,2.8,23.57,0.0,7.35,141,317,206,0.28,5.61,12.61,8.19,806,834,49.15,1560,1789,46.58,1131,1228,47.94,85.75,96.78,46.98,VGK,VGK,R,D,33,Canada,210,75,False,Right,VGK,False,2020-10-12,30,NMC,7,UFA,unrestricted,2027,8800000
Robby Fabbri,68,18,14,32,-13,32,0.47,13,20,5,12,0,0,0,3,97,18.6,12.87,58.3,15.68,97,164,131,1.08,6.65,11.25,8.98,460,471,49.41,908,916,49.78,661,675,49.48,53.24,43.1,55.26,DET,DET,L,C,27,Canada,190,70,False,Left,DET,True,2021-12-14,26,None,3,UFA,unrestricted,2025,4000000
Dakota Joshua,63,18,14,32,19,60,0.51,17,31,1,1,0,0,0,5,84,21.4,14.38,47.2,15.58,82,141,119,1.05,5.53,9.51,8.02,388,452,46.19,759,872,46.54,568,623,47.69,46.79,47.5,49.62,VAN,VAN,L,C,27,United States,183,74,False,Left,VAN,False,2022-07-13,26,None,2,UFA,unrestricted,2024,825000
Jason Zucker,69,14,18,32,-9,81,0.46,9,22,5,10,0,0,0,0,150,9.3,13.82,39.4,18.73,150,276,224,1.18,9.44,17.36,14.09,505,481,51.22,1001,904,52.55,743,675,52.4,55.9,43.22,56.4,ARI,NSH,L,L,31,United States,192,71,True,Left,ARI,False,2023-07-01,31,None,1,UFA,unrestricted,2024,5300000
Jordan Martinook,82,14,18,32,-1,36,0.39,13,31,0,0,1,1,0,1,148,9.5,14.65,50.5,18.32,148,296,237,0.92,7.39,14.79,11.84,581,481,54.71,1355,962,58.48,932,691,57.42,58.67,46.89,55.58,CAR,CAR,L,L,30,Canada,196,72,True,Left,CAR,False,2021-07-28,28,None,3,UFA,unrestricted,2024,1800000
Cole Sillinger,77,13,19,32,-4,46,0.42,12,30,1,1,0,1,0,1,157,8.3,16.12,46.3,17.07,157,281,222,0.83,7.59,13.58,10.73,606,759,44.4,1211,1457,45.39,869,1071,44.79,55.71,84.38,39.77,CBJ,CBJ,L,C,20,United States,197,72,False,Left,CBJ,False,2021-08-18,18,None,3,ELC,restricted,2024,1633333
Darnell Nurse,81,10,22,32,3,79,0.4,8,26,1,5,1,1,1,2,181,5.5,21.9,0.0,9.11,180,398,255,0.31,6.17,13.64,8.74,897,939,48.86,1771,1813,49.41,1274,1324,49.04,98.33,94.18,51.08,EDM,EDM,L,D,28,Canada,221,76,False,Left,EDM,True,2021-08-06,27,NMC,8,UFA,unrestricted,2030,9250000
Oliver Ekman-Larsson,80,9,23,32,10,76,0.4,8,21,1,11,0,0,1,3,123,7.3,18.4,0.0,6.47,123,294,183,0.26,5.01,11.99,7.46,853,629,57.56,1738,1222,58.72,1229,925,57.06,95.84,67.55,58.66,FLA,FLA,L,D,31,Sweden,200,74,False,Left,FLA,False,2023-07-01,31,None,1,UFA,unrestricted,2024,2250000
Ivan Provorov,82,5,27,32,-11,20,0.39,5,25,0,7,0,0,0,0,107,4.7,22.17,0.0,4.76,107,239,154,0.16,3.53,7.89,5.08,833,1058,44.05,1679,2084,44.62,1222,1488,45.09,81.03,122.59,39.79,CBJ,CBJ,L,D,26,Russia,201,73,False,Left,PHI,False,2019-09-12,22,None,6,RFA,unrestricted,2025,6750000
Ryan McDonagh,74,3,29,32,19,31,0.43,3,28,0,4,0,0,1,1,91,3.3,21.78,0.0,3.85,91,213,133,0.14,3.39,7.93,4.95,815,865,48.51,1617,1721,48.44,1162,1218,48.82,90.34,93.7,49.09,NSH,NSH,L,D,34,United States,214,73,False,Left,TBL,True,2018-07-01,30,NTC,7,UFA,unrestricted,2026,6750000
Tyler Johnson,67,17,14,31,-35,26,0.46,9,15,8,16,0,0,0,1,112,15.2,15.53,44.4,14.49,110,199,159,0.84,6.4,11.58,9.25,503,527,48.83,1004,1018,49.65,734,741,49.76,57.64,58.41,49.67,CHI,CHI,R,C,32,United States,182,68,True,Right,TBL,False,2017-07-10,26,M-NTC,7,RFA,unrestricted,2024,5000000
Brendan Gallagher,77,16,15,31,-24,74,0.4,15,27,1,4,0,0,0,2,154,10.4,13.78,41.2,22.57,154,296,219,1.28,8.69,16.73,12.37,535,498,51.79,1134,1052,51.88,787,716,52.36,60.82,52.7,53.58,MTL,MTL,R,R,31,Canada,186,69,True,Right,MTL,True,2020-10-14,29,"M-NTC, NMC",6,UFA,unrestricted,2027,6500000
Lars Eller,82,15,16,31,-1,32,0.38,10,24,4,5,1,2,0,0,154,9.7,15.97,52.3,17.96,154,300,226,0.82,7.06,13.75,10.36,624,632,49.68,1282,1354,48.63,902,962,48.39,67.68,69.12,49.47,PIT,PIT,L,C,34,Other,205,74,False,Left,PIT,False,2023-07-01,34,None,2,UFA,unrestricted,2025,2450000
Ondrej Palat,71,11,20,31,-9,37,0.44,10,26,1,5,0,0,0,0,108,10.2,15.65,23.5,14.02,108,200,154,0.76,5.83,10.8,8.32,599,508,54.11,1243,996,55.52,876,731,54.51,67.08,56.94,54.09,NJD,NJD,L,L,32,Other,194,71,True,Left,NJD,False,2022-07-14,31,NMC,5,UFA,unrestricted,2027,6000000
Ilya Mikheyev,78,11,20,31,1,4,0.4,11,31,0,0,0,0,0,1,147,7.5,14.27,27.6,16.17,144,235,199,0.88,7.87,12.84,10.88,497,474,51.18,1060,954,52.63,759,691,52.34,52.82,46.29,53.29,VAN,VAN,L,R,28,Russia,195,75,True,Left,VAN,False,2022-07-13,27,M-NTC,4,UFA,unrestricted,2026,4750000
Jack Roslovic,59,9,22,31,-10,16,0.53,8,26,0,4,1,1,1,3,117,7.7,15.55,42.9,13.03,117,197,162,0.85,7.65,12.88,10.59,501,507,49.7,999,971,50.71,721,710,50.38,48.6,50.93,48.83,CBJ,NYR,R,C,26,United States,187,73,True,Right,CBJ,True,2022-06-07,25,None,2,RFA,unrestricted,2024,4000000
Seth Jones,67,8,23,31,-15,34,0.46,5,22,3,9,0,0,2,4,172,4.7,25.48,0.0,9.19,172,374,237,0.33,6.13,13.34,8.44,848,830,50.54,1624,1622,50.03,1182,1185,49.94,91.88,99.43,48.03,CHI,CHI,R,D,28,United States,209,76,False,Right,CHI,True,2021-07-23,27,NMC,8,UFA,unrestricted,2030,9500000
Erik Gustafsson,76,6,25,31,3,35,0.41,6,22,0,9,0,0,0,1,93,6.5,17.4,0.0,5.03,93,240,154,0.23,4.22,10.89,6.99,729,581,55.65,1494,1147,56.57,1082,854,55.89,70.37,58.68,54.53,NYR,NYR,L,D,31,Sweden,197,72,False,Left,NYR,False,2023-07-01,31,None,1,UFA,unrestricted,2024,825000
Dylan DeMelo,82,3,28,31,46,36,0.38,3,30,0,1,0,0,0,0,83,3.6,21.73,0.0,2.58,83,191,125,0.09,2.82,6.49,4.25,841,967,46.52,1592,1925,45.27,1204,1411,46.04,84.26,99.5,45.85,WPG,WPG,R,D,30,Canada,191,72,False,Right,WPG,True,2020-10-07,27,M-NTC,4,UFA,unrestricted,2024,3000000
Josh Norris,50,16,14,30,-6,22,0.6,11,17,5,12,0,1,0,3,115,13.9,17.63,52.2,12.91,115,208,154,0.88,7.82,14.15,10.48,524,390,57.33,1020,791,56.32,737,561,56.78,55.48,42.18,56.81,OTT,OTT,L,C,24,United States,199,73,False,Left,OTT,False,2022-07-14,23,None,8,RFA,unrestricted,2030,7950000
Jaden Schwartz,62,13,17,30,-15,24,0.48,6,20,7,10,0,0,0,0,117,11.1,16.37,57.1,17.37,118,208,163,1.04,7.08,12.48,9.77,505,431,53.95,1091,830,56.79,750,624,54.59,57.74,45.6,55.87,SEA,SEA,L,C,31,Canada,190,70,False,Left,SEA,False,2021-07-28,29,NMC,5,UFA,unrestricted,2026,5500000
Ryan Donato,78,12,18,30,-14,26,0.38,11,27,1,3,0,0,0,0,149,8.1,14.0,44.1,16.09,147,244,192,0.89,8.16,13.54,10.66,518,555,48.28,978,1070,47.75,725,789,47.89,51.2,58.64,46.61,CHI,CHI,L,C,27,United States,192,72,True,Left,CHI,False,2023-07-01,27,None,2,UFA,unrestricted,2025,2000000
Alexandre Texier,78,12,18,30,-5,38,0.38,10,26,0,2,2,2,0,1,109,11.0,15.18,31.6,10.72,109,235,157,0.54,5.52,11.91,7.96,549,736,42.72,1168,1416,45.2,823,1058,43.75,51.52,84.8,37.79,CBJ,CBJ,L,C,23,Other,192,73,True,Left,CBJ,False,2021-07-28,21,None,3,RFA,restricted,2024,1525000
Ryan McLeod,81,12,18,30,10,10,0.37,12,27,0,1,0,2,0,3,106,11.3,14.25,50.8,12.46,103,189,154,0.66,5.45,10.0,8.15,595,462,56.29,1141,960,54.31,838,691,54.81,57.33,46.66,55.13,EDM,EDM,L,C,23,Canada,201,75,False,Left,EDM,False,2023-08-01,23,None,2,RFA,restricted,2025,2100000
Marcus Johansson,78,11,19,30,-15,22,0.38,10,24,1,6,0,0,0,0,112,9.8,15.88,18.8,12.49,109,243,169,0.61,5.34,11.9,8.27,672,534,55.72,1330,1081,55.16,964,769,55.63,67.05,49.02,57.77,MIN,MIN,L,L,32,Sweden,205,73,True,Left,MIN,True,2023-05-02,32,NTC,2,UFA,unrestricted,2025,2000000
Zach Benson,71,11,19,30,-3,36,0.42,11,28,0,2,0,0,0,1,98,11.2,14.52,29.4,17.18,99,178,142,1.0,5.76,10.36,8.27,543,456,54.35,1060,915,53.67,760,673,53.04,52.76,50.06,51.31,BUF,BUF,L,L,18,Canada,170,70,False,Left,BUF,False,2023-07-28,18,None,3,ELC,restricted,2026,1600000
Jordan Staal,80,10,20,30,-14,44,0.38,9,25,0,1,1,4,0,3,123,8.1,15.38,58.1,16.64,123,230,175,0.81,6.0,11.22,8.52,610,544,52.86,1409,1054,57.21,956,769,55.42,61.83,67.63,47.76,CAR,CAR,L,C,34,Canada,220,76,True,Left,CAR,True,2023-06-25,34,NMC,4,UFA,unrestricted,2027,2900000
Alexander Wennberg,79,10,20,30,0,14,0.38,6,23,3,6,1,1,0,4,90,11.1,17.98,46.5,14.35,91,152,120,0.61,3.84,6.42,5.07,656,732,47.26,1324,1524,46.49,943,1088,46.43,72.79,85.65,45.94,SEA,NYR,L,C,28,Sweden,197,74,False,Left,SEA,False,2021-07-28,26,M-NTC,3,UFA,unrestricted,2024,4500000
Cam York,82,10,20,30,-13,44,0.37,10,22,0,6,0,2,0,1,134,7.5,22.62,0.0,9.78,133,287,197,0.32,4.3,9.27,6.37,941,822,53.37,1817,1822,49.93,1331,1212,52.34,96.82,95.78,50.27,PHI,PHI,L,D,22,United States,172,71,True,Left,PHI,False,2023-07-10,22,None,2,RFA,restricted,2025,1600000
Thomas Chabot,51,9,21,30,-3,22,0.59,8,23,1,7,0,0,0,0,118,7.6,23.05,0.0,7.2,118,262,164,0.37,6.02,13.38,8.36,662,516,56.2,1382,1068,56.41,995,736,57.48,73.51,54.74,57.32,OTT,OTT,L,D,26,Canada,196,74,False,Left,OTT,True,2019-09-19,23,None,8,RFA,unrestricted,2028,8000000
K'Andre Miller,80,8,22,30,5,49,0.38,8,28,0,1,0,1,1,3,96,8.3,21.57,0.0,8.25,96,241,152,0.28,3.34,8.38,5.29,805,894,47.38,1623,1836,46.92,1159,1305,47.04,83.88,89.27,48.44,NYR,NYR,L,D,23,United States,210,77,False,Left,NYR,False,2023-07-11,23,None,2,RFA,restricted,2025,3872000
Marcus Pettersson,82,4,26,30,28,44,0.37,4,30,0,0,0,0,1,1,106,3.8,22.67,0.0,4.28,106,267,176,0.14,3.42,8.61,5.68,944,977,49.14,1835,2052,47.21,1337,1492,47.26,98.95,107.51,47.93,PIT,PIT,L,D,27,Sweden,177,75,False,Left,PIT,True,2020-01-28,24,M-NTC,5,RFA,unrestricted,2025,4025175
Justin Faulk,60,2,28,30,-2,39,0.5,1,22,1,7,0,1,0,1,132,1.5,21.97,0.0,7.44,132,264,177,0.34,6.01,12.02,8.06,706,731,49.13,1302,1383,48.49,975,1036,48.48,75.39,72.04,51.14,STL,STL,R,D,31,United States,217,72,False,Right,STL,True,2019-09-24,28,NTC,7,UFA,unrestricted,2027,6500000
Michael Carcone,74,21,8,29,-2,35,0.39,19,26,1,2,1,1,0,4,111,18.9,11.27,30.8,12.31,111,223,152,0.89,7.99,16.04,10.93,370,444,45.45,813,927,46.72,549,659,45.45,38.06,44.86,45.9,ARI,ARI,L,L,27,Canada,170,70,True,Left,ARI,True,2023-06-21,27,None,2,UFA,unrestricted,2025,775000
Yegor Chinakhov,53,16,13,29,-3,6,0.55,15,27,1,2,0,0,0,3,110,14.6,15.17,7.1,10.6,110,260,176,0.79,8.22,19.42,13.15,445,396,52.91,910,782,53.78,642,555,53.63,44.47,42.05,51.4,CBJ,CBJ,L,R,22,Russia,178,72,True,Left,CBJ,True,2023-04-04,22,None,1,RFA,restricted,2024,800000
Pius Suter,67,14,15,29,17,16,0.43,12,24,2,5,0,0,0,3,105,13.3,15.5,49.3,15.23,103,187,144,0.89,6.03,10.95,8.43,481,439,52.28,1014,856,54.22,719,625,53.5,53.93,43.2,55.52,VAN,VAN,L,C,27,Other,176,71,True,Left,VAN,False,2023-08-11,27,None,2,UFA,unrestricted,2025,1600000
Kevin Hayes,79,13,16,29,0,12,0.37,13,24,0,5,0,0,0,2,153,8.5,14.47,57.0,17.53,153,271,207,0.92,8.02,14.23,10.87,562,585,49.0,1070,1092,49.49,787,823,48.88,57.12,54.09,51.36,STL,STL,L,R,31,United States,216,77,False,Left,PHI,True,2019-06-18,27,M-NTC,7,UFA,unrestricted,2026,7142857
